1.615884876417940319e+00	-2.871191659457823953e+00	-9.999373461219411715e-05	2.813732072516123743e-05	8.932781912502202315e-05	-3.618642941173846932e-06	-1.944274694263158261e-04	5.867880550819323760e-05	4.777396042989008238e-05	1.324031764348350165e-04	2.082684154771643768e-05	-1.795001251483437001e-04	-7.129851797557201472e-05	8.545732687959892832e-05
-2.847637022363416648e+00	-2.862435661392236597e+00	9.160782781633741636e-05	1.179267106548328454e-06	2.660252403629677175e-05	3.003680130125553087e-05	-3.609233344544614675e-05	8.142133044933071878e-05	2.551573467513367876e-05	-1.046950580733926113e-04	-4.310213955863374829e-05	-2.125283921348114881e-04	6.372311608887362103e-05	-2.396114895361339673e-04
1.235235393315670116e+00	-2.565392324598013918e+00	2.170683351410284301e-05	5.028762332275737025e-05	6.726007823889919454e-07	-2.087054473369816338e-05	1.999739735533203353e-04	2.404517431725913704e-04	-8.152210874317231365e-05	-6.464499511711629953e-05	1.421405886861894674e-04	7.663254022858556071e-05	-1.099989400582390692e-04	6.421926069545357647e-05
-1.392192500044930892e+00	8.411730846658911354e-01	2.533712760690177206e-05	1.909821724174558775e-05	-1.471509643383213264e-04	-3.105049313701644439e-04	3.175516797680799018e-05	8.861995020403921384e-06	1.775949189103761703e-04	-1.391934646334757307e-04	9.242227313674942785e-05	7.821490945261887922e-05	2.076271494126282347e-04	7.503625285224875985e-05
4.445898216221007004e-01	-1.145724896266827164e+00	1.564649524824109615e-04	5.681424230988849842e-05	1.393479042097196103e-04	6.138311465005022796e-05	-2.924560810404924793e-04	-6.191162851479395381e-06	-2.440548163473701991e-06	-7.833250472674833630e-06	-4.045378987157490571e-05	7.215544824954825431e-05	1.047846259389089590e-04	1.908835741389389214e-05
8.374555208042222532e-01	2.241649570803971869e-02	-4.205224047112201538e-05	-7.971939026396375092e-05	-8.235385836053116075e-05	5.209649548221166035e-05	4.024904463143779424e-05	-2.586369618024013080e-04	1.270186252230997561e-04	2.308498413413849189e-04	-2.290892279024402006e-05	1.394394551088629943e-04	1.650204772225974197e-04	1.476958745193030441e-04
-2.556783129919581121e+00	-1.800276407690276415e+00	-6.821967071273013874e-05	-6.537203293482189942e-05	2.221799012874390515e-04	-3.122230953951661136e-05	4.799681549806444843e-05	-2.996552418350692193e-05	8.439007798360494898e-05	2.127845772361770305e-04	1.776545157069273745e-04	4.326744289738169698e-05	4.529185582044916656e-05	6.549433417678622550e-05
-1.976083746261088736e+00	-1.483634106494798877e+00	1.382047217208746666e-04	9.180169688052390630e-05	-1.652756216833124877e-04	1.279453551959842202e-04	-3.535881742380116903e-05	1.981081372543279200e-04	3.294366814610831144e-05	-1.314958070983207908e-05	-7.129152662067030678e-06	-4.023696200634392157e-05	1.046231806144060176e-04	-2.237000532252988576e-06
-1.304690779053169436e+00	4.371015212907871650e-01	-1.575550437467965821e-04	-6.838514730114074699e-06	-5.233329501275185962e-05	-1.347692431786108439e-04	-1.179939456472026539e-04	-8.378142364530994355e-05	3.349883376289972142e-05	6.807470064511165705e-05	-1.332130499754975198e-06	-1.100545301708740810e-04	2.102859683275983861e-05	-1.955482035351721474e-04
-9.038148459149919489e-02	1.244760420274010571e+00	7.340635722329249939e-05	-1.345564937906912556e-04	-1.863798191499436960e-05	2.995217155124056663e-05	1.798206669909247204e-05	5.922234600335320995e-05	5.115866229946714123e-05	1.632987795267383329e-04	-9.788252969271572399e-05	7.720207937122947528e-05	-2.558544081019736762e-04	4.502422296916986207e-05
-4.981822256538501748e-01	5.651403232159193379e-01	-1.727072694677014061e-04	-2.110340707449976413e-04	-4.738513542001375229e-05	1.313163471646733933e-04	1.445523843216907041e-04	4.654251037991387146e-05	1.492319138667865745e-04	3.129099501371703662e-05	1.179341910028173758e-04	-1.063074576848108105e-04	-9.722648830585990632e-05	-5.147141761773316263e-05
1.530549405023462484e+00	-1.523512437212036330e+00	-2.498542441273209283e-05	9.514207994978100591e-06	5.077487434091223790e-05	-1.760229274764094990e-05	-1.626450983252688512e-04	2.131311118164960812e-05	-9.090755862777342251e-05	-4.148685766995528849e-05	-8.644088110548227914e-06	-1.691709812493139887e-05	-1.361762620788477783e-04	2.037286769388254410e-04
1.563819383323886925e+00	-2.091749000426412763e-01	4.019547607118535292e-05	5.359357389859808449e-05	-3.308302939404554198e-05	9.607069398864121889e-05	-4.541205162752504787e-05	-5.533267481904191869e-05	-1.763890727672058297e-04	-6.022146256187299724e-06	-3.251714671660755934e-05	-1.137093860193024385e-04	-6.632453615745271516e-05	-1.818846819245857710e-05
-1.284994041615428628e+00	-2.831177601679617517e-01	1.755427163723114815e-04	-8.209470492373692669e-05	-5.583606458107108716e-05	-1.224873202766665783e-04	1.699153149200824519e-05	5.389638404888544006e-05	-1.593710064445230592e-04	-1.033135474264062261e-04	7.810383432657149168e-06	-6.769087303168601734e-05	2.883398227416184031e-05	-9.398050739194949198e-05
-4.024870952709522776e-01	-1.814328022885731251e+00	-1.007722730335742551e-04	-2.821027935112281986e-05	5.327032065377066951e-05	1.171891970721865241e-04	9.893431559593982862e-05	-1.285908048621016411e-06	-1.551643457454779024e-05	-7.178717466239517900e-05	2.088169348018861345e-05	-1.039036333503428044e-04	1.006288518399801586e-04	-1.113355428333264157e-04
-5.933297901624179360e-02	4.453262920066984876e-01	-6.591887378963195998e-05	1.766176974581412423e-04	5.099074533068608341e-05	-5.398275167316925031e-05	1.328073958423682196e-04	-4.429064432031811231e-05	-5.338867697368318578e-06	4.947456038936659837e-05	-9.330498180592886081e-05	-1.085123456480104108e-04	-1.796000010196828749e-04	1.170953270690914855e-05
2.802500423966931109e+00	-3.523648968384813784e-01	3.877475458379481363e-05	-4.677386663657556655e-05	3.356241091871988981e-05	-2.517350589992548170e-05	-8.374915925201347313e-05	7.423623648452193386e-06	8.780416824613296951e-05	6.402288450769449556e-05	1.968724380575464356e-04	4.258641488147908130e-05	-7.000535482410499843e-05	-1.067023679268076756e-06
2.875558636100899790e+00	-7.555147085458511214e-01	1.577541498270002456e-06	-8.475139589992177532e-05	-7.072103764832930815e-05	6.845904169274233343e-05	2.056548927315204553e-04	7.262141697618500679e-05	-5.966655493884731034e-05	8.979625309884530014e-05	-6.048658897536382425e-05	7.153497600649212098e-05	-9.064307273539822563e-07	-4.677721960347950794e-05
